date,m2,hy_spread,fed_balance,tga,rrp,net_liquidity,reserve_balance,stealth_signal,stealth_absorb_weeks,net_liq_decline_weeks,stealth_alert,sp500
2023-09-30,20747.8,4.03,8002064.0,681143.0,1557569.0,7.3194,,neutral,,,,4288.05
2023-10-01,20732.9,4.03,8002064.0,681143.0,1557569.0,7.3194,,neutral,,,,4288.05
2023-10-02,20732.9,4.11,8002064.0,681143.0,1365739.0,7.3196,,supply,,,,4288.39
2023-10-03,20732.9,4.26,8002064.0,681143.0,1348465.0,7.3196,,supply,,,,4229.45
2023-10-04,20732.9,4.37,7955782.0,668009.0,1342031.0,7.2864,,supply,,,,4263.75
2023-10-05,20732.9,4.38,7955782.0,668009.0,1265132.0,7.2865,,supply,,,,4258.19
2023-10-06,20732.9,4.33,7955782.0,668009.0,1283461.0,7.2865,,neutral,,,,4308.5
2023-10-07,20732.9,4.33,7955782.0,668009.0,1283461.0,7.2865,,neutral,,,,4308.5
2023-10-08,20732.9,4.33,7955782.0,668009.0,1283461.0,7.2865,,neutral,,,,4308.5
2023-10-09,20732.9,4.34,7955782.0,668009.0,1283461.0,7.2865,,neutral,,,,4335.66
2023-10-10,20732.9,4.26,7955782.0,668009.0,1222440.0,7.2866,,supply,,,,4358.24
2023-10-11,20732.9,4.25,7952054.0,709160.0,1239382.0,7.2417,,absorb,,,,4376.95
2023-10-12,20732.9,4.25,7952054.0,709160.0,1157319.0,7.2417,,supply,,,,4349.61
2023-10-13,20732.9,4.3,7952054.0,709160.0,1151818.0,7.2417,,supply,,,,4327.78
2023-10-14,20732.9,4.3,7952054.0,709160.0,1151818.0,7.2417,,neutral,,,,4327.78
2023-10-15,20732.9,4.3,7952054.0,709160.0,1151818.0,7.2417,,neutral,,,,4327.78
2023-10-16,20732.9,4.27,7952054.0,709160.0,1108819.0,7.2418,,supply,,,,4373.63
2023-10-17,20732.9,4.25,7952054.0,709160.0,1082502.0,7.2418,,supply,,,,4373.2
2023-10-18,20732.9,4.32,7933162.0,759878.0,1150781.0,7.1721,,absorb,,,,4314.6
2023-10-19,20732.9,4.37,7933162.0,759878.0,1114179.0,7.1722,,supply,,,,4278.0
2023-10-20,20732.9,4.52,7933162.0,759878.0,1138756.0,7.1721,,neutral,,,,4224.16
2023-10-21,20732.9,4.52,7933162.0,759878.0,1138756.0,7.1721,,neutral,,,,4224.16
2023-10-22,20732.9,4.52,7933162.0,759878.0,1138756.0,7.1721,,neutral,,,,4224.16
2023-10-23,20732.9,4.51,7933162.0,759878.0,1157976.0,7.1721,,neutral,,,,4217.04
2023-10-24,20732.9,4.41,7933162.0,759878.0,1097875.0,7.1722,,supply,,,,4247.68
2023-10-25,20732.9,4.37,7907830.0,834418.0,1100617.0,7.0723,,absorb,,,,4186.77
2023-10-26,20732.9,4.5,7907830.0,834418.0,1089850.0,7.0723,,supply,,,,4137.23
2023-10-27,20732.9,4.53,7907830.0,834418.0,1091858.0,7.0723,,neutral,,,,4117.37
2023-10-28,20732.9,4.53,7907830.0,834418.0,1091858.0,7.0723,,neutral,,,,4117.37
2023-10-29,20732.9,4.53,7907830.0,834418.0,1091858.0,7.0723,,neutral,,,,4117.37
2023-10-30,20732.9,4.5,7907830.0,834418.0,1138035.0,7.0723,,neutral,,,,4166.82
2023-10-31,20732.9,4.42,7907830.0,834418.0,1137697.0,7.0723,,supply,,,,4193.8
2023-11-01,20746.5,4.47,7866664.0,820487.0,1079462.0,7.0451,,supply,,,,4237.86
2023-11-02,20746.5,4.15,7866664.0,820487.0,1054986.0,7.0451,,supply,,,,4317.78
2023-11-03,20746.5,4.04,7866664.0,820487.0,1071139.0,7.0451,,neutral,,,,4358.34
2023-11-04,20746.5,4.04,7866664.0,820487.0,1071139.0,7.0451,,neutral,,,,4358.34
2023-11-05,20746.5,4.04,7866664.0,820487.0,1071139.0,7.0451,,neutral,,,,4358.34
2023-11-06,20746.5,4.0,7866664.0,820487.0,1062878.0,7.0451,,supply,,,,4365.98
2023-11-07,20746.5,4.08,7866664.0,820487.0,1008685.0,7.0452,,supply,,,,4378.38
2023-11-08,20746.5,4.08,7860691.0,772686.0,1024451.0,7.087,,supply,,,,4382.78
2023-11-09,20746.5,4.04,7860691.0,772686.0,993314.0,7.087,,supply,,,,4347.35
2023-11-10,20746.5,4.03,7860691.0,772686.0,1032720.0,7.087,,neutral,,,,4415.24
2023-11-11,20746.5,4.03,7860691.0,772686.0,1032720.0,7.087,,neutral,,,,4415.24
2023-11-12,20746.5,4.03,7860691.0,772686.0,1032720.0,7.087,,neutral,,,,4415.24
2023-11-13,20746.5,4.03,7860691.0,772686.0,1020272.0,7.087,,supply,,,,4411.55
2023-11-14,20746.5,3.92,7860691.0,772686.0,988298.0,7.087,,supply,,,,4495.7
2023-11-15,20746.5,3.89,7814991.0,738562.0,944241.0,7.0755,,supply,,,,4502.88
2023-11-16,20746.5,4.02,7814991.0,738562.0,912010.0,7.0755,,supply,,,,4508.24
2023-11-17,20746.5,3.99,7814991.0,738562.0,935803.0,7.0755,,neutral,,,,4514.02
2023-11-18,20746.5,3.99,7814991.0,738562.0,935803.0,7.0755,,neutral,,,,4514.02
2023-11-19,20746.5,3.99,7814991.0,738562.0,935803.0,7.0755,,neutral,,,,4514.02
2023-11-20,20746.5,3.92,7814991.0,738562.0,953088.0,7.0755,,neutral,,,,4547.38
2023-11-21,20746.5,3.95,7814991.0,738562.0,931155.0,7.0755,,supply,,,,4538.19
2023-11-22,20746.5,3.9,7810814.0,706017.0,931604.0,7.1039,,supply,,,,4556.62
2023-11-23,20746.5,3.9,7810814.0,706017.0,931604.0,7.1039,,neutral,,,,4556.62
2023-11-24,20746.5,3.85,7810814.0,706017.0,865907.0,7.1039,,supply,,,,4559.34
2023-11-25,20746.5,3.85,7810814.0,706017.0,865907.0,7.1039,,neutral,,,,4559.34
2023-11-26,20746.5,3.85,7810814.0,706017.0,865907.0,7.1039,,neutral,,,,4559.34
2023-11-27,20746.5,3.89,7810814.0,706017.0,867220.0,7.1039,,neutral,,,,4550.43
2023-11-28,20746.5,3.9,7810814.0,706017.0,873344.0,7.1039,,neutral,,,,4554.89
2023-11-29,20746.5,3.8,7796145.0,739209.0,914187.0,7.056,,absorb,,,,4550.58
2023-11-30,20746.5,3.84,7796145.0,739209.0,887822.0,7.056,,supply,,,,4567.8
2023-12-01,20777.9,3.87,7796145.0,739209.0,768543.0,7.0562,,supply,,,,4594.63
2023-12-02,20777.9,3.87,7796145.0,739209.0,768543.0,7.0562,,neutral,,,,4594.63
2023-12-03,20777.9,3.87,7796145.0,739209.0,768543.0,7.0562,,neutral,,,,4594.63
2023-12-04,20777.9,3.8,7796145.0,739209.0,815847.0,7.0561,,neutral,,,,4569.78
2023-12-05,20777.9,3.8,7796145.0,739209.0,834428.0,7.0561,,neutral,,,,4567.18
2023-12-06,20777.9,3.79,7737385.0,682509.0,846498.0,7.054,,supply,,,,4549.34
2023-12-07,20777.9,3.77,7737385.0,682509.0,825734.0,7.0541,,supply,,,,4585.59
2023-12-08,20777.9,3.75,7737385.0,682509.0,821408.0,7.0541,,supply,,,,4604.37
2023-12-09,20777.9,3.75,7737385.0,682509.0,821408.0,7.0541,,neutral,,,,4604.37
2023-12-10,20777.9,3.75,7737385.0,682509.0,821408.0,7.0541,,neutral,,,,4604.37
2023-12-11,20777.9,3.79,7737385.0,682509.0,838507.0,7.054,,neutral,,,,4622.44
2023-12-12,20777.9,3.76,7737385.0,682509.0,837803.0,7.054,,supply,,,,4643.7
2023-12-13,20777.9,3.79,7739566.0,658440.0,823329.0,7.0803,,supply,,,,4707.09
2023-12-14,20777.9,3.47,7739566.0,658440.0,769346.0,7.0804,,supply,,,,4719.55
2023-12-15,20777.9,3.51,7739566.0,658440.0,683254.0,7.0804,,supply,,,,4719.19
2023-12-16,20777.9,3.51,7739566.0,658440.0,683254.0,7.0804,,neutral,,,,4719.19
2023-12-17,20777.9,3.51,7739566.0,658440.0,683254.0,7.0804,,neutral,,,,4719.19
2023-12-18,20777.9,3.51,7739566.0,658440.0,724704.0,7.0804,,neutral,,,,4740.56
2023-12-19,20777.9,3.46,7739566.0,658440.0,773082.0,7.0804,,neutral,,,,4768.37
2023-12-20,20777.9,3.43,7724063.0,732196.0,779143.0,6.9911,,absorb,,,,4698.35
2023-12-21,20777.9,3.41,7724063.0,732196.0,778402.0,6.9911,,supply,,,,4746.75
2023-12-22,20777.9,3.39,7724063.0,732196.0,772258.0,6.9911,,supply,,,,4754.63
2023-12-23,20777.9,3.39,7724063.0,732196.0,772258.0,6.9911,,neutral,,,,4754.63
2023-12-24,20777.9,3.39,7724063.0,732196.0,772258.0,6.9911,,neutral,,,,4754.63
2023-12-25,20777.9,3.39,7724063.0,732196.0,772258.0,6.9911,,neutral,,,,4754.63
2023-12-26,20777.9,3.37,7724063.0,732196.0,793937.0,6.9911,,neutral,,,,4774.75
2023-12-27,20777.9,3.34,7712781.0,731405.0,818869.0,6.9806,,supply,,,,4781.58
2023-12-28,20777.9,3.32,7712781.0,731405.0,829573.0,6.9805,,neutral,,,,4783.35
2023-12-29,20777.9,3.34,7712781.0,731405.0,1018483.0,6.9804,,neutral,,,,4769.83
2023-12-30,20777.9,3.34,7712781.0,731405.0,1018483.0,6.9804,,neutral,,,,4769.83
2023-12-31,20777.9,3.39,7712781.0,731405.0,1018483.0,6.9804,,neutral,,,,4769.83
2024-01-01,20843.9,3.39,7712781.0,731405.0,1018483.0,6.9804,,neutral,,,,4769.83
2024-01-02,20843.9,3.54,7712781.0,731405.0,704864.0,6.9807,,supply,,,,4742.83
2024-01-03,20843.9,3.71,7681024.0,758448.0,719897.0,6.9219,,absorb,,,,4704.81
2024-01-04,20843.9,3.69,7681024.0,758448.0,664899.0,6.9219,,supply,,,,4688.68
2024-01-05,20843.9,3.68,7681024.0,758448.0,694478.0,6.9219,,neutral,,,,4697.24
2024-01-06,20843.9,3.68,7681024.0,758448.0,694478.0,6.9219,,neutral,,,,4697.24
2024-01-07,20843.9,3.68,7681024.0,758448.0,694478.0,6.9219,,neutral,,,,4697.24
2024-01-08,20843.9,3.63,7681024.0,758448.0,691485.0,6.9219,,supply,,,,4763.54
2024-01-09,20843.9,3.59,7681024.0,758448.0,676050.0,6.9219,,supply,,,,4756.5
2024-01-10,20843.9,3.5,7686710.0,747565.0,679961.0,6.9385,,supply,,,,4783.45
2024-01-11,20843.9,3.55,7686710.0,747565.0,626370.0,6.9385,,supply,,,,4780.24
2024-01-12,20843.9,3.56,7686710.0,747565.0,603116.0,6.9385,,supply,,,,4783.83
2024-01-13,20843.9,3.56,7686710.0,747565.0,603116.0,6.9385,,neutral,,,,4783.83
2024-01-14,20843.9,3.56,7686710.0,747565.0,603116.0,6.9385,,neutral,,,,4783.83
2024-01-15,20843.9,3.54,7686710.0,747565.0,603116.0,6.9385,,neutral,,,,4783.83
2024-01-16,20843.9,3.58,7686710.0,747565.0,583103.0,6.9386,,supply,,,,4765.98
2024-01-17,20843.9,3.62,7673741.0,748883.0,590191.0,6.9243,,absorb,,,,4739.21
2024-01-18,20843.9,3.58,7673741.0,748883.0,618234.0,6.9242,,neutral,,,,4780.94
2024-01-19,20843.9,3.54,7673741.0,748883.0,625182.0,6.9242,,neutral,,,,4839.81
2024-01-20,20843.9,3.54,7673741.0,748883.0,625182.0,6.9242,,neutral,,,,4839.81
2024-01-21,20843.9,3.54,7673741.0,748883.0,625182.0,6.9242,,neutral,,,,4839.81
2024-01-22,20843.9,3.49,7673741.0,748883.0,647103.0,6.9242,,neutral,,,,4850.43
2024-01-23,20843.9,3.51,7673741.0,748883.0,621195.0,6.9242,,supply,,,,4864.6
2024-01-24,20843.9,3.44,7677230.0,799358.0,639560.0,6.8772,,absorb,,,,4868.55
2024-01-25,20843.9,3.45,7677230.0,799358.0,557687.0,6.8773,,supply,,,,4894.16
2024-01-26,20843.9,3.39,7677230.0,799358.0,570828.0,6.8773,,neutral,,,,4890.97
2024-01-27,20843.9,3.39,7677230.0,799358.0,570828.0,6.8773,,neutral,,,,4890.97
2024-01-28,20843.9,3.39,7677230.0,799358.0,570828.0,6.8773,,neutral,,,,4890.97
2024-01-29,20843.9,3.41,7677230.0,799358.0,581410.0,6.8773,,neutral,,,,4927.93
2024-01-30,20843.9,3.42,7677230.0,799358.0,577755.0,6.8773,,supply,,,,4924.97
2024-01-31,20843.9,3.59,7630124.0,841550.0,615379.0,6.788,,absorb,,,,4845.65
2024-02-01,20927.4,3.56,7630124.0,841550.0,503548.0,6.7881,,supply,,,,4906.19
2024-02-02,20927.4,3.47,7630124.0,841550.0,513422.0,6.7881,,neutral,,,,4958.61
2024-02-03,20927.4,3.47,7630124.0,841550.0,513422.0,6.7881,,neutral,,,,4958.61
2024-02-04,20927.4,3.47,7630124.0,841550.0,513422.0,6.7881,,neutral,,,,4958.61
2024-02-05,20927.4,3.5,7630124.0,841550.0,552289.0,6.788,,neutral,,,,4942.81
2024-02-06,20927.4,3.52,7630124.0,841550.0,532439.0,6.788,,supply,,,,4954.23
2024-02-07,20927.4,3.43,7631300.0,802135.0,553055.0,6.8286,,supply,,,,4995.06
2024-02-08,20927.4,3.38,7631300.0,802135.0,535705.0,6.8286,,supply,,,,4997.91
2024-02-09,20927.4,3.33,7631300.0,802135.0,569175.0,6.8286,,neutral,,,,5026.61
2024-02-10,20927.4,3.33,7631300.0,802135.0,569175.0,6.8286,,neutral,,,,5026.61
2024-02-11,20927.4,3.33,7631300.0,802135.0,569175.0,6.8286,,neutral,,,,5026.61
2024-02-12,20927.4,3.35,7631300.0,802135.0,581568.0,6.8286,,neutral,,,,5021.84
2024-02-13,20927.4,3.36,7631300.0,802135.0,553684.0,6.8286,,supply,,,,4953.17
2024-02-14,20927.4,3.38,7633874.0,838005.0,575332.0,6.7953,,absorb,,,,5000.62
2024-02-15,20927.4,3.35,7633874.0,838005.0,493065.0,6.7954,,supply,,,,5029.73
2024-02-16,20927.4,3.34,7633874.0,838005.0,532125.0,6.7953,,neutral,,,,5005.57
2024-02-17,20927.4,3.34,7633874.0,838005.0,532125.0,6.7953,,neutral,,,,5005.57
2024-02-18,20927.4,3.34,7633874.0,838005.0,532125.0,6.7953,,neutral,,,,5005.57
2024-02-19,20927.4,3.34,7633874.0,838005.0,532125.0,6.7953,,neutral,,,,5005.57
2024-02-20,20927.4,3.37,7633874.0,838005.0,530879.0,6.7953,,supply,,,,4975.51
2024-02-21,20927.4,3.34,7581683.0,785465.0,574882.0,6.7956,,supply,,,,4981.8
2024-02-22,20927.4,3.22,7581683.0,785465.0,553245.0,6.7957,,supply,,,,5087.03
2024-02-23,20927.4,3.23,7581683.0,785465.0,520107.0,6.7957,,supply,,,,5088.8
2024-02-24,20927.4,3.23,7581683.0,785465.0,520107.0,6.7957,,neutral,,,,5088.8
2024-02-25,20927.4,3.23,7581683.0,785465.0,520107.0,6.7957,,neutral,,,,5088.8
2024-02-26,20927.4,3.23,7581683.0,785465.0,524959.0,6.7957,,neutral,,,,5069.53
2024-02-27,20927.4,3.26,7581683.0,785465.0,519725.0,6.7957,,supply,,,,5078.18
2024-02-28,20927.4,3.31,7567807.0,785821.0,569855.0,6.7814,,absorb,,,,5069.76
2024-02-29,20927.4,3.29,7567807.0,785821.0,502074.0,6.7815,,supply,,,,5096.27
2024-03-01,20973.9,3.32,7567807.0,785821.0,441265.0,6.7815,,supply,,,,5137.08
2024-03-02,20973.9,3.32,7567807.0,785821.0,441265.0,6.7815,,neutral,,,,5137.08
2024-03-03,20973.9,3.32,7567807.0,785821.0,441265.0,6.7815,,neutral,,,,5137.08
2024-03-04,20973.9,3.26,7567807.0,785821.0,439793.0,6.7815,,supply,,,,5130.95
2024-03-05,20973.9,3.31,7567807.0,785821.0,444474.0,6.7815,,neutral,,,,5078.65
2024-03-06,20973.9,3.27,7538857.0,767733.0,456847.0,6.7707,,supply,,,,5104.76
2024-03-07,20973.9,3.27,7538857.0,767733.0,436754.0,6.7707,,supply,,,,5157.36
2024-03-08,20973.9,3.26,7538857.0,767733.0,444803.0,6.7707,,neutral,,,,5123.69
2024-03-09,20973.9,3.26,7538857.0,767733.0,444803.0,6.7707,,neutral,,,,5123.69
2024-03-10,20973.9,3.26,7538857.0,767733.0,444803.0,6.7707,,neutral,,,,5123.69
2024-03-11,20973.9,3.26,7538857.0,767733.0,478728.0,6.7706,,neutral,,,,5117.94
2024-03-12,20973.9,3.2,7538857.0,767733.0,476862.0,6.7706,,supply,,,,5175.27
2024-03-13,20973.9,3.15,7541969.0,768369.0,521738.0,6.7731,,absorb,,,,5165.31
2024-03-14,20973.9,3.15,7541969.0,768369.0,483573.0,6.7731,,supply,,,,5150.48
2024-03-15,20973.9,3.16,7541969.0,768369.0,413877.0,6.7732,,supply,,,,5117.09
2024-03-16,20973.9,3.16,7541969.0,768369.0,413877.0,6.7732,,neutral,,,,5117.09
2024-03-17,20973.9,3.16,7541969.0,768369.0,413877.0,6.7732,,neutral,,,,5117.09
2024-03-18,20973.9,3.13,7541969.0,768369.0,440596.0,6.7732,,neutral,,,,5149.42
2024-03-19,20973.9,3.1,7541969.0,768369.0,446978.0,6.7732,,neutral,,,,5178.51
2024-03-20,20973.9,3.14,7514348.0,809298.0,496245.0,6.7046,,absorb,,,,5224.62
2024-03-21,20973.9,3.05,7514348.0,809298.0,460631.0,6.7046,,supply,,,,5241.53
2024-03-22,20973.9,3.08,7514348.0,809298.0,478531.0,6.7046,,neutral,,,,5234.18
2024-03-23,20973.9,3.08,7514348.0,809298.0,478531.0,6.7046,,neutral,,,,5234.18
2024-03-24,20973.9,3.08,7514348.0,809298.0,478531.0,6.7046,,neutral,,,,5234.18
2024-03-25,20973.9,3.11,7514348.0,809298.0,473787.0,6.7046,,supply,,,,5218.19
2024-03-26,20973.9,3.15,7514348.0,809298.0,496062.0,6.7046,,neutral,,,,5203.58
2024-03-27,20973.9,3.15,7484739.0,802233.0,518357.0,6.682,,supply,,,,5248.49
2024-03-28,20973.9,3.12,7484739.0,802233.0,594428.0,6.6819,,neutral,,,,5254.35
2024-03-29,20973.9,3.12,7484739.0,802233.0,594428.0,6.6819,,neutral,,,,5254.35
2024-03-30,20973.9,3.12,7484739.0,802233.0,594428.0,6.6819,,neutral,,,,5254.35
2024-03-31,20973.9,3.15,7484739.0,802233.0,594428.0,6.6819,,neutral,,,,5254.35
2024-04-01,20959.7,3.12,7484739.0,802233.0,441903.0,6.6821,,supply,,,,5243.77
2024-04-02,20959.7,3.23,7484739.0,802233.0,448424.0,6.6821,,neutral,,,,5205.81
2024-04-03,20959.7,3.23,7439558.0,768651.0,436631.0,6.6705,,supply,,,,5211.49
2024-04-04,20959.7,3.24,7439558.0,768651.0,438764.0,6.6705,,neutral,,,,5147.21
2024-04-05,20959.7,3.18,7439558.0,768651.0,438319.0,6.6705,,supply,,,,5204.34
2024-04-06,20959.7,3.18,7439558.0,768651.0,438319.0,6.6705,,neutral,,,,5204.34
2024-04-07,20959.7,3.18,7439558.0,768651.0,438319.0,6.6705,,neutral,,,,5204.34
2024-04-08,20959.7,3.15,7439558.0,768651.0,448597.0,6.6705,,neutral,,,,5202.39
2024-04-09,20959.7,3.14,7439558.0,768651.0,441792.0,6.6705,,supply,,,,5209.91
2024-04-10,20959.7,3.1,7438176.0,704971.0,445816.0,6.7328,,supply,,,,5160.64
2024-04-11,20959.7,3.16,7438176.0,704971.0,455361.0,6.7327,,neutral,,,,5199.06
2024-04-12,20959.7,3.25,7438176.0,704971.0,407322.0,6.7328,,supply,,,,5123.41
2024-04-13,20959.7,3.25,7438176.0,704971.0,407322.0,6.7328,,neutral,,,,5123.41
2024-04-14,20959.7,3.25,7438176.0,704971.0,407322.0,6.7328,,neutral,,,,5123.41
2024-04-15,20959.7,3.28,7438176.0,704971.0,327066.0,6.7329,,supply,,,,5061.82
2024-04-16,20959.7,3.36,7438176.0,704971.0,371554.0,6.7328,,neutral,,,,5051.41
2024-04-17,20959.7,3.42,7405506.0,796535.0,440508.0,6.6085,,absorb,,,,5022.21
2024-04-18,20959.7,3.39,7405506.0,796535.0,433006.0,6.6085,,supply,,,,5011.12
2024-04-19,20959.7,3.37,7405506.0,796535.0,397234.0,6.6086,,supply,,,,4967.23
2024-04-20,20959.7,3.37,7405506.0,796535.0,397234.0,6.6086,,neutral,,,,4967.23
2024-04-21,20959.7,3.37,7405506.0,796535.0,397234.0,6.6086,,neutral,,,,4967.23
2024-04-22,20959.7,3.29,7405506.0,796535.0,409816.0,6.6086,,neutral,,,,5010.6
2024-04-23,20959.7,3.2,7405506.0,796535.0,435880.0,6.6085,,neutral,,,,5070.55
2024-04-24,20959.7,3.19,7402434.0,941430.0,441215.0,6.4606,,absorb,,,,5071.63
2024-04-25,20959.7,3.24,7402434.0,941430.0,443928.0,6.4606,,neutral,,,,5048.42
2024-04-26,20959.7,3.16,7402434.0,941430.0,464912.0,6.4605,,neutral,,,,5099.96
2024-04-27,20959.7,3.16,7402434.0,941430.0,464912.0,6.4605,,neutral,,,,5099.96
2024-04-28,20959.7,3.16,7402434.0,941430.0,464912.0,6.4605,,neutral,,,,5099.96
2024-04-29,20959.7,3.12,7402434.0,941430.0,505530.0,6.4605,,neutral,,,,5116.17
2024-04-30,20959.7,3.18,7402434.0,941430.0,534234.0,6.4605,,neutral,,,,5035.69
2024-05-01,21020.6,3.21,7362474.0,917177.0,438148.0,6.4449,,supply,,,,5018.39
2024-05-02,21020.6,3.16,7362474.0,917177.0,428680.0,6.4449,,supply,,,,5064.2
2024-05-03,21020.6,3.08,7362474.0,917177.0,450165.0,6.4448,,neutral,,,,5127.79
2024-05-04,21020.6,3.08,7362474.0,917177.0,450165.0,6.4448,,neutral,,,,5127.79
2024-05-05,21020.6,3.08,7362474.0,917177.0,450165.0,6.4448,,neutral,,,,5127.79
2024-05-06,21020.6,3.03,7362474.0,917177.0,468970.0,6.4448,,neutral,,,,5180.74
2024-05-07,21020.6,3.06,7362474.0,917177.0,475325.0,6.4448,,neutral,,,,5187.7
2024-05-08,21020.6,3.1,7353408.0,851591.0,493427.0,6.5013,,supply,,,,5187.67
2024-05-09,21020.6,3.14,7353408.0,851591.0,458550.0,6.5014,,supply,,,,5214.08
2024-05-10,21020.6,3.12,7353408.0,851591.0,486434.0,6.5013,,neutral,,,,5222.68
2024-05-11,21020.6,3.12,7353408.0,851591.0,486434.0,6.5013,,neutral,,,,5222.68
2024-05-12,21020.6,3.12,7353408.0,851591.0,486434.0,6.5013,,neutral,,,,5222.68
2024-05-13,21020.6,3.14,7353408.0,851591.0,492068.0,6.5013,,neutral,,,,5221.42
2024-05-14,21020.6,3.14,7353408.0,851591.0,468344.0,6.5013,,supply,,,,5246.68
2024-05-15,21020.6,3.13,7304272.0,787133.0,443779.0,6.5167,,supply,,,,5308.15
2024-05-16,21020.6,3.08,7304272.0,787133.0,410121.0,6.5167,,supply,,,,5297.1
2024-05-17,21020.6,3.09,7304272.0,787133.0,449373.0,6.5167,,neutral,,,,5303.27
2024-05-18,21020.6,3.09,7304272.0,787133.0,449373.0,6.5167,,neutral,,,,5303.27
2024-05-19,21020.6,3.09,7304272.0,787133.0,449373.0,6.5167,,neutral,,,,5303.27
2024-05-20,21020.6,3.07,7304272.0,787133.0,489728.0,6.5166,,neutral,,,,5308.13
2024-05-21,21020.6,3.07,7304272.0,787133.0,491720.0,6.5166,,neutral,,,,5321.41
2024-05-22,21020.6,3.11,7299566.0,725376.0,496382.0,6.5737,,supply,,,,5307.01
2024-05-23,21020.6,3.1,7299566.0,725376.0,467398.0,6.5737,,supply,,,,5267.84
2024-05-24,21020.6,3.11,7299566.0,725376.0,431239.0,6.5738,,supply,,,,5304.72
2024-05-25,21020.6,3.11,7299566.0,725376.0,431239.0,6.5738,,neutral,,,,5304.72
2024-05-26,21020.6,3.11,7299566.0,725376.0,431239.0,6.5738,,neutral,,,,5304.72
2024-05-27,21020.6,3.12,7299566.0,725376.0,431239.0,6.5738,,neutral,,,,5304.72
2024-05-28,21020.6,3.09,7299566.0,725376.0,417836.0,6.5738,,supply,,,,5306.04
2024-05-29,21020.6,3.15,7284319.0,704335.0,459314.0,6.5795,,supply,,,,5266.95
2024-05-30,21020.6,3.19,7284319.0,704335.0,452034.0,6.5795,,supply,,,,5235.48
2024-05-31,21020.6,3.2,7284319.0,704335.0,439806.0,6.5795,,supply,,,,5277.51
2024-06-01,21068.4,3.2,7284319.0,704335.0,439806.0,6.5795,,neutral,,,,5277.51
2024-06-02,21068.4,3.2,7284319.0,704335.0,439806.0,6.5795,,neutral,,,,5277.51
2024-06-03,21068.4,3.17,7284319.0,704335.0,387069.0,6.5796,,supply,,,,5283.4
2024-06-04,21068.4,3.22,7284319.0,704335.0,377825.0,6.5796,,supply,,,,5291.34
2024-06-05,21068.4,3.2,7255687.0,710309.0,371841.0,6.545,,supply,,,,5354.03
2024-06-06,21068.4,3.2,7255687.0,710309.0,378125.0,6.545,,neutral,,,,5352.96
2024-06-07,21068.4,3.15,7255687.0,710309.0,395462.0,6.545,,neutral,,,,5346.99
2024-06-08,21068.4,3.15,7255687.0,710309.0,395462.0,6.545,,neutral,,,,5346.99
2024-06-09,21068.4,3.15,7255687.0,710309.0,395462.0,6.545,,neutral,,,,5346.99
2024-06-10,21068.4,3.15,7255687.0,710309.0,416481.0,6.545,,neutral,,,,5360.79
2024-06-11,21068.4,3.19,7255687.0,710309.0,410449.0,6.545,,supply,,,,5375.32
2024-06-12,21068.4,3.09,7258974.0,673573.0,447574.0,6.585,,supply,,,,5421.03
2024-06-13,21068.4,3.2,7258974.0,673573.0,429864.0,6.585,,supply,,,,5433.74
2024-06-14,21068.4,3.29,7258974.0,673573.0,386885.0,6.585,,supply,,,,5431.6
2024-06-15,21068.4,3.29,7258974.0,673573.0,386885.0,6.585,,neutral,,,,5431.6
2024-06-16,21068.4,3.29,7258974.0,673573.0,386885.0,6.585,,neutral,,,,5431.6
2024-06-17,21068.4,3.26,7258974.0,673573.0,333429.0,6.5851,,supply,,,,5473.23
2024-06-18,21068.4,3.24,7258974.0,673573.0,375542.0,6.585,,neutral,,,,5487.03
2024-06-19,21068.4,3.24,7252542.0,723410.0,375542.0,6.5288,,neutral,,,,5487.03
2024-06-20,21068.4,3.23,7252542.0,723410.0,388841.0,6.5287,,neutral,,,,5473.17
2024-06-21,21068.4,3.21,7252542.0,723410.0,421040.0,6.5287,,neutral,,,,5464.62
2024-06-22,21068.4,3.21,7252542.0,723410.0,421040.0,6.5287,,neutral,,,,5464.62
2024-06-23,21068.4,3.21,7252542.0,723410.0,421040.0,6.5287,,neutral,,,,5464.62
2024-06-24,21068.4,3.19,7252542.0,723410.0,435916.0,6.5287,,neutral,,,,5447.87
2024-06-25,21068.4,3.19,7252542.0,723410.0,466310.0,6.5287,,neutral,,,,5469.3
2024-06-26,21068.4,3.18,7231163.0,765417.0,490156.0,6.4653,,absorb,,,,5477.9
2024-06-27,21068.4,3.21,7231163.0,765417.0,531692.0,6.4652,,neutral,,,,5482.87
2024-06-28,21068.4,3.18,7231163.0,765417.0,664570.0,6.4651,,neutral,,,,5460.48
2024-06-29,21068.4,3.18,7231163.0,765417.0,664570.0,6.4651,,neutral,,,,5460.48
2024-06-30,21068.4,3.21,7231163.0,765417.0,664570.0,6.4651,,neutral,,,,5460.48
2024-07-01,21095.3,3.21,7231163.0,765417.0,451783.0,6.4653,,supply,,,,5475.09
2024-07-02,21095.3,3.23,7231163.0,765417.0,443369.0,6.4653,,supply,,,,5509.01
2024-07-03,21095.3,3.25,7221520.0,761373.0,425898.0,6.4597,,supply,,,,5537.02
2024-07-04,21095.3,3.25,7221520.0,761373.0,425898.0,6.4597,,neutral,,,,5537.02
2024-07-05,21095.3,3.27,7221520.0,761373.0,390632.0,6.4598,,supply,,,,5567.19
