date,m2,hy_spread,fed_balance,tga,rrp,net_liquidity,reserve_balance,stealth_signal,stealth_absorb_weeks,net_liq_decline_weeks,stealth_alert,sp500
2024-07-06,21095.3,3.27,7221520.0,761373.0,390632.0,6.4598,,neutral,,,,5567.19
2024-07-07,21095.3,3.27,7221520.0,761373.0,390632.0,6.4598,,neutral,,,,5567.19
2024-07-08,21095.3,3.2,7221520.0,761373.0,415257.0,6.4597,,neutral,,,,5572.85
2024-07-09,21095.3,3.21,7221520.0,761373.0,423152.0,6.4597,,neutral,,,,5576.98
2024-07-10,21095.3,3.17,7224079.0,736402.0,422147.0,6.4873,,supply,,,,5633.91
2024-07-11,21095.3,3.18,7224079.0,736402.0,403708.0,6.4873,,supply,,,,5584.54
2024-07-12,21095.3,3.19,7224079.0,736402.0,406590.0,6.4873,,neutral,,,,5615.35
2024-07-13,21095.3,3.19,7224079.0,736402.0,406590.0,6.4873,,neutral,,,,5615.35
2024-07-14,21095.3,3.19,7224079.0,736402.0,406590.0,6.4873,,neutral,,,,5615.35
2024-07-15,21095.3,3.13,7224079.0,736402.0,413280.0,6.4873,,neutral,,,,5631.22
2024-07-16,21095.3,3.08,7224079.0,736402.0,409594.0,6.4873,,supply,,,,5667.2
2024-07-17,21095.3,3.09,7208247.0,751593.0,399401.0,6.4563,,supply,,,,5588.27
2024-07-18,21095.3,3.09,7208247.0,751593.0,391652.0,6.4563,,supply,,,,5544.59
2024-07-19,21095.3,3.09,7208247.0,751593.0,379801.0,6.4563,,supply,,,,5505.0
2024-07-20,21095.3,3.09,7208247.0,751593.0,379801.0,6.4563,,neutral,,,,5505.0
2024-07-21,21095.3,3.09,7208247.0,751593.0,379801.0,6.4563,,neutral,,,,5505.0
2024-07-22,21095.3,3.05,7208247.0,751593.0,395901.0,6.4563,,neutral,,,,5564.41
2024-07-23,21095.3,3.02,7208247.0,751593.0,389837.0,6.4563,,supply,,,,5555.74
2024-07-24,21095.3,3.1,7205455.0,774315.0,399121.0,6.4307,,absorb,,,,5427.13
2024-07-25,21095.3,3.08,7205455.0,774315.0,377433.0,6.4308,,supply,,,,5399.22
2024-07-26,21095.3,3.1,7205455.0,774315.0,381257.0,6.4308,,neutral,,,,5459.1
2024-07-27,21095.3,3.1,7205455.0,774315.0,381257.0,6.4308,,neutral,,,,5459.1
2024-07-28,21095.3,3.1,7205455.0,774315.0,381257.0,6.4308,,neutral,,,,5459.1
2024-07-29,21095.3,3.13,7205455.0,774315.0,385281.0,6.4308,,neutral,,,,5463.54
2024-07-30,21095.3,3.2,7205455.0,774315.0,367054.0,6.4308,,supply,,,,5436.44
2024-07-31,21095.3,3.25,7178391.0,786486.0,413200.0,6.3915,,absorb,,,,5522.3
2024-08-01,21186.8,3.35,7178391.0,786486.0,348885.0,6.3916,,supply,,,,5446.68
2024-08-02,21186.8,3.72,7178391.0,786486.0,338473.0,6.3916,,supply,,,,5346.56
2024-08-03,21186.8,3.72,7178391.0,786486.0,338473.0,6.3916,,neutral,,,,5346.56
2024-08-04,21186.8,3.72,7178391.0,786486.0,338473.0,6.3916,,neutral,,,,5346.56
2024-08-05,21186.8,3.93,7178391.0,786486.0,316246.0,6.3916,,supply,,,,5186.33
2024-08-06,21186.8,3.67,7178391.0,786486.0,291958.0,6.3916,,supply,,,,5240.03
2024-08-07,21186.8,3.57,7175256.0,770931.0,286660.0,6.404,,supply,,,,5199.5
2024-08-08,21186.8,3.48,7175256.0,770931.0,303159.0,6.404,,neutral,,,,5319.31
2024-08-09,21186.8,3.49,7175256.0,770931.0,312198.0,6.404,,neutral,,,,5344.16
2024-08-10,21186.8,3.49,7175256.0,770931.0,312198.0,6.404,,neutral,,,,5344.16
2024-08-11,21186.8,3.49,7175256.0,770931.0,312198.0,6.404,,neutral,,,,5344.16
2024-08-12,21186.8,3.52,7175256.0,770931.0,328641.0,6.404,,neutral,,,,5344.39
2024-08-13,21186.8,3.54,7175256.0,770931.0,324494.0,6.404,,supply,,,,5434.43
2024-08-14,21186.8,3.46,7177688.0,794120.0,328472.0,6.3832,,absorb,,,,5455.21
2024-08-15,21186.8,3.31,7177688.0,794120.0,307141.0,6.3833,,supply,,,,5543.22
2024-08-16,21186.8,3.29,7177688.0,794120.0,330317.0,6.3832,,neutral,,,,5554.25
2024-08-17,21186.8,3.29,7177688.0,794120.0,330317.0,6.3832,,neutral,,,,5554.25
2024-08-18,21186.8,3.29,7177688.0,794120.0,330317.0,6.3832,,neutral,,,,5554.25
2024-08-19,21186.8,3.21,7177688.0,794120.0,333583.0,6.3832,,neutral,,,,5608.25
2024-08-20,21186.8,3.25,7177688.0,794120.0,310819.0,6.3833,,supply,,,,5597.12
2024-08-21,21186.8,3.27,7139952.0,736494.0,321329.0,6.4031,,supply,,,,5620.85
2024-08-22,21186.8,3.21,7139952.0,736494.0,316777.0,6.4031,,supply,,,,5570.64
2024-08-23,21186.8,3.19,7139952.0,736494.0,312896.0,6.4031,,supply,,,,5634.61
2024-08-24,21186.8,3.19,7139952.0,736494.0,312896.0,6.4031,,neutral,,,,5634.61
2024-08-25,21186.8,3.19,7139952.0,736494.0,312896.0,6.4031,,neutral,,,,5634.61
2024-08-26,21186.8,3.15,7139952.0,736494.0,353557.0,6.4031,,neutral,,,,5616.84
2024-08-27,21186.8,3.17,7139952.0,736494.0,344045.0,6.4031,,supply,,,,5625.8
2024-08-28,21186.8,3.19,7123238.0,745851.0,388890.0,6.377,,absorb,,,,5592.18
2024-08-29,21186.8,3.15,7123238.0,745851.0,383434.0,6.377,,supply,,,,5591.96
2024-08-30,21186.8,3.13,7123238.0,745851.0,433130.0,6.377,,neutral,,,,5648.4
2024-08-31,21186.8,3.17,7123238.0,745851.0,433130.0,6.377,,neutral,,,,5648.4
2024-09-01,21269.5,3.17,7123238.0,745851.0,433130.0,6.377,,neutral,,,,5648.4
2024-09-02,21269.5,3.17,7123238.0,745851.0,433130.0,6.377,,neutral,,,,5648.4
2024-09-03,21269.5,3.31,7123238.0,745851.0,349808.0,6.377,,supply,,,,5528.93
2024-09-04,21269.5,3.35,7112567.0,733959.0,337312.0,6.3783,,supply,,,,5520.07
2024-09-05,21269.5,3.29,7112567.0,733959.0,291091.0,6.3783,,supply,,,,5503.41
2024-09-06,21269.5,3.39,7112567.0,733959.0,299271.0,6.3783,,neutral,,,,5408.42
2024-09-07,21269.5,3.39,7112567.0,733959.0,299271.0,6.3783,,neutral,,,,5408.42
2024-09-08,21269.5,3.39,7112567.0,733959.0,299271.0,6.3783,,neutral,,,,5408.42
2024-09-09,21269.5,3.36,7112567.0,733959.0,292158.0,6.3783,,supply,,,,5471.05
2024-09-10,21269.5,3.46,7112567.0,733959.0,281392.0,6.3783,,supply,,,,5495.52
2024-09-11,21269.5,3.44,7115001.0,755958.0,279215.0,6.3588,,supply,,,,5554.13
2024-09-12,21269.5,3.39,7115001.0,755958.0,294464.0,6.3587,,neutral,,,,5595.76
2024-09-13,21269.5,3.37,7115001.0,755958.0,284951.0,6.3588,,supply,,,,5626.02
2024-09-14,21269.5,3.37,7115001.0,755958.0,284951.0,6.3588,,neutral,,,,5626.02
2024-09-15,21269.5,3.37,7115001.0,755958.0,284951.0,6.3588,,neutral,,,,5626.02
2024-09-16,21269.5,3.32,7115001.0,755958.0,239386.0,6.3588,,supply,,,,5633.09
2024-09-17,21269.5,3.25,7115001.0,755958.0,256337.0,6.3588,,neutral,,,,5634.58
2024-09-18,21269.5,3.21,7109137.0,771194.0,305831.0,6.3376,,absorb,,,,5618.26
2024-09-19,21269.5,3.1,7109137.0,771194.0,311777.0,6.3376,,neutral,,,,5713.64
2024-09-20,21269.5,3.15,7109137.0,771194.0,339316.0,6.3376,,neutral,,,,5702.55
2024-09-21,21269.5,3.15,7109137.0,771194.0,339316.0,6.3376,,neutral,,,,5702.55
2024-09-22,21269.5,3.15,7109137.0,771194.0,339316.0,6.3376,,neutral,,,,5702.55
2024-09-23,21269.5,3.15,7109137.0,771194.0,380372.0,6.3376,,neutral,,,,5718.57
2024-09-24,21269.5,3.21,7109137.0,771194.0,388977.0,6.3376,,neutral,,,,5732.93
2024-09-25,21269.5,3.19,7080059.0,806771.0,416193.0,6.2729,,absorb,,,,5722.26
2024-09-26,21269.5,3.14,7080059.0,806771.0,424916.0,6.2729,,neutral,,,,5745.37
2024-09-27,21269.5,3.14,7080059.0,806771.0,436518.0,6.2729,,neutral,,,,5738.17
2024-09-28,21269.5,3.14,7080059.0,806771.0,436518.0,6.2729,,neutral,,,,5738.17
2024-09-29,21269.5,3.14,7080059.0,806771.0,436518.0,6.2729,,neutral,,,,5738.17
2024-09-30,21269.5,3.03,7080059.0,806771.0,465638.0,6.2728,,neutral,,,,5762.48
2024-10-01,21331.9,3.07,7080059.0,806771.0,375221.0,6.2729,,supply,,,,5708.75
2024-10-02,21331.9,3.06,7046925.0,798277.0,383398.0,6.2483,,supply,,,,5709.54
2024-10-03,21331.9,3.04,7046925.0,798277.0,341248.0,6.2483,,supply,,,,5699.94
2024-10-04,21331.9,2.89,7046925.0,798277.0,330012.0,6.2483,,supply,,,,5751.07
2024-10-05,21331.9,2.89,7046925.0,798277.0,330012.0,6.2483,,neutral,,,,5751.07
2024-10-06,21331.9,2.89,7046925.0,798277.0,330012.0,6.2483,,neutral,,,,5751.07
2024-10-07,21331.9,2.95,7046925.0,798277.0,322948.0,6.2483,,supply,,,,5695.94
2024-10-08,21331.9,2.99,7046925.0,798277.0,325355.0,6.2483,,neutral,,,,5751.13
2024-10-09,21331.9,2.94,7046840.0,802115.0,343448.0,6.2444,,absorb,,,,5792.04
2024-10-10,21331.9,2.99,7046840.0,802115.0,322587.0,6.2444,,supply,,,,5780.05
2024-10-11,21331.9,2.98,7046840.0,802115.0,331735.0,6.2444,,neutral,,,,5815.03
2024-10-12,21331.9,2.98,7046840.0,802115.0,331735.0,6.2444,,neutral,,,,5815.03
2024-10-13,21331.9,2.98,7046840.0,802115.0,331735.0,6.2444,,neutral,,,,5815.03
2024-10-14,21331.9,2.97,7046840.0,802115.0,331735.0,6.2444,,neutral,,,,5859.85
2024-10-15,21331.9,2.93,7046840.0,802115.0,286398.0,6.2444,,supply,,,,5815.26
2024-10-16,21331.9,2.9,7039284.0,791792.0,272028.0,6.2472,,supply,,,,5842.47
2024-10-17,21331.9,2.89,7039284.0,791792.0,262210.0,6.2472,,supply,,,,5841.47
2024-10-18,21331.9,2.88,7039284.0,791792.0,259892.0,6.2472,,supply,,,,5864.67
2024-10-19,21331.9,2.88,7039284.0,791792.0,259892.0,6.2472,,neutral,,,,5864.67
2024-10-20,21331.9,2.88,7039284.0,791792.0,259892.0,6.2472,,neutral,,,,5864.67
2024-10-21,21331.9,2.88,7039284.0,791792.0,261044.0,6.2472,,neutral,,,,5853.98
2024-10-22,21331.9,2.92,7039284.0,791792.0,237760.0,6.2473,,supply,,,,5851.2
2024-10-23,21331.9,2.95,7029408.0,829991.0,270839.0,6.1991,,absorb,,,,5797.42
2024-10-24,21331.9,2.93,7029408.0,829991.0,202798.0,6.1992,,supply,,,,5809.86
2024-10-25,21331.9,2.89,7029408.0,829991.0,227000.0,6.1992,,neutral,,,,5808.12
2024-10-26,21331.9,2.89,7029408.0,829991.0,227000.0,6.1992,,neutral,,,,5808.12
2024-10-27,21331.9,2.89,7029408.0,829991.0,227000.0,6.1992,,neutral,,,,5808.12
2024-10-28,21331.9,2.82,7029408.0,829991.0,251032.0,6.1992,,neutral,,,,5823.52
2024-10-29,21331.9,2.85,7029408.0,829991.0,244841.0,6.1992,,supply,,,,5832.92
2024-10-30,21331.9,2.8,7013490.0,835237.0,228946.0,6.178,,supply,,,,5813.67
2024-10-31,21331.9,2.88,7013490.0,835237.0,201278.0,6.1781,,supply,,,,5705.45
2024-11-01,21452.2,2.83,7013490.0,835237.0,155476.0,6.1781,,supply,,,,5728.8
2024-11-02,21452.2,2.83,7013490.0,835237.0,155476.0,6.1781,,neutral,,,,5728.8
2024-11-03,21452.2,2.83,7013490.0,835237.0,155476.0,6.1781,,neutral,,,,5728.8
2024-11-04,21452.2,2.87,7013490.0,835237.0,171885.0,6.1781,,neutral,,,,5712.69
2024-11-05,21452.2,2.86,7013490.0,835237.0,144243.0,6.1781,,supply,,,,5782.76
2024-11-06,21452.2,2.74,6994299.0,842051.0,177871.0,6.1521,,absorb,,,,5929.04
2024-11-07,21452.2,2.73,6994299.0,842051.0,159002.0,6.1521,,supply,,,,5973.1
2024-11-08,21452.2,2.63,6994299.0,842051.0,163621.0,6.1521,,neutral,,,,5995.54
2024-11-09,21452.2,2.63,6994299.0,842051.0,163621.0,6.1521,,neutral,,,,5995.54
2024-11-10,21452.2,2.63,6994299.0,842051.0,163621.0,6.1521,,neutral,,,,5995.54
2024-11-11,21452.2,2.63,6994299.0,842051.0,163621.0,6.1521,,neutral,,,,6001.35
2024-11-12,21452.2,2.61,6994299.0,842051.0,178814.0,6.1521,,neutral,,,,5983.99
2024-11-13,21452.2,2.64,6967108.0,832186.0,238106.0,6.1347,,supply,,,,5985.38
2024-11-14,21452.2,2.6,6967108.0,832186.0,214509.0,6.1347,,supply,,,,5949.17
2024-11-15,21452.2,2.72,6967108.0,832186.0,172400.0,6.1347,,supply,,,,5870.62
2024-11-16,21452.2,2.72,6967108.0,832186.0,172400.0,6.1347,,neutral,,,,5870.62
2024-11-17,21452.2,2.72,6967108.0,832186.0,172400.0,6.1347,,neutral,,,,5870.62
2024-11-18,21452.2,2.72,6967108.0,832186.0,200030.0,6.1347,,neutral,,,,5893.62
2024-11-19,21452.2,2.69,6967108.0,832186.0,200664.0,6.1347,,neutral,,,,5916.98
2024-11-20,21452.2,2.67,6923731.0,751873.0,217793.0,6.1716,,supply,,,,5917.11
2024-11-21,21452.2,2.61,6923731.0,751873.0,188567.0,6.1717,,supply,,,,5948.71
2024-11-22,21452.2,2.61,6923731.0,751873.0,204254.0,6.1717,,neutral,,,,5969.34
2024-11-23,21452.2,2.61,6923731.0,751873.0,204254.0,6.1717,,neutral,,,,5969.34
2024-11-24,21452.2,2.61,6923731.0,751873.0,204254.0,6.1717,,neutral,,,,5969.34
2024-11-25,21452.2,2.64,6923731.0,751873.0,186749.0,6.1717,,supply,,,,5987.37
2024-11-26,21452.2,2.68,6923731.0,751873.0,148823.0,6.1717,,supply,,,,6021.63
2024-11-27,21452.2,2.69,6905140.0,775250.0,169815.0,6.1297,,absorb,,,,5998.74
2024-11-28,21452.2,2.69,6905140.0,775250.0,169815.0,6.1297,,neutral,,,,5998.74
2024-11-29,21452.2,2.72,6905140.0,775250.0,197627.0,6.1297,,neutral,,,,6032.38
2024-11-30,21452.2,2.74,6905140.0,775250.0,197627.0,6.1297,,neutral,,,,6032.38
2024-12-01,21485.9,2.74,6905140.0,775250.0,197627.0,6.1297,,neutral,,,,6032.38
2024-12-02,21485.9,2.68,6905140.0,775250.0,135858.0,6.1298,,supply,,,,6047.15
2024-12-03,21485.9,2.66,6905140.0,775250.0,161572.0,6.1297,,neutral,,,,6049.88
2024-12-04,21485.9,2.66,6895827.0,789516.0,162866.0,6.1061,,absorb,,,,6086.49
2024-12-05,21485.9,2.66,6895827.0,789516.0,131964.0,6.1062,,supply,,,,6075.11
2024-12-06,21485.9,2.67,6895827.0,789516.0,130014.0,6.1062,,supply,,,,6090.27
2024-12-07,21485.9,2.67,6895827.0,789516.0,130014.0,6.1062,,neutral,,,,6090.27
2024-12-08,21485.9,2.67,6895827.0,789516.0,130014.0,6.1062,,neutral,,,,6090.27
2024-12-09,21485.9,2.67,6895827.0,789516.0,153029.0,6.1062,,neutral,,,,6052.85
2024-12-10,21485.9,2.67,6895827.0,789516.0,174842.0,6.1061,,neutral,,,,6034.91
2024-12-11,21485.9,2.64,6897485.0,775067.0,180120.0,6.1222,,supply,,,,6084.19
2024-12-12,21485.9,2.66,6897485.0,775067.0,165025.0,6.1223,,supply,,,,6051.25
2024-12-13,21485.9,2.68,6897485.0,775067.0,135777.0,6.1223,,supply,,,,6051.09
2024-12-14,21485.9,2.68,6897485.0,775067.0,135777.0,6.1223,,neutral,,,,6051.09
2024-12-15,21485.9,2.68,6897485.0,775067.0,135777.0,6.1223,,neutral,,,,6051.09
2024-12-16,21485.9,2.69,6897485.0,775067.0,110753.0,6.1223,,supply,,,,6074.08
2024-12-17,21485.9,2.75,6897485.0,775067.0,118093.0,6.1223,,neutral,,,,6050.61
2024-12-18,21485.9,2.73,6889332.0,767932.0,131651.0,6.1213,,supply,,,,5872.16
2024-12-19,21485.9,2.91,6889332.0,767932.0,112417.0,6.1213,,supply,,,,5867.08
2024-12-20,21485.9,2.86,6889332.0,767932.0,98356.0,6.1213,,supply,,,,5930.85
2024-12-21,21485.9,2.86,6889332.0,767932.0,98356.0,6.1213,,neutral,,,,5930.85
2024-12-22,21485.9,2.86,6889332.0,767932.0,98356.0,6.1213,,neutral,,,,5930.85
2024-12-23,21485.9,2.85,6889332.0,767932.0,116004.0,6.1213,,neutral,,,,5974.07
2024-12-24,21485.9,2.86,6889332.0,767932.0,180989.0,6.1212,,neutral,,,,6040.04
2024-12-25,21485.9,2.86,6885963.0,764770.0,180989.0,6.121,,supply,,,,6040.04
2024-12-26,21485.9,2.86,6885963.0,764770.0,196818.0,6.121,,neutral,,,,6037.59
2024-12-27,21485.9,2.84,6885963.0,764770.0,268739.0,6.1209,,neutral,,,,5970.84
2024-12-28,21485.9,2.84,6885963.0,764770.0,268739.0,6.1209,,neutral,,,,5970.84
2024-12-29,21485.9,2.84,6885963.0,764770.0,268739.0,6.1209,,neutral,,,,5970.84
2024-12-30,21485.9,2.94,6885963.0,764770.0,260743.0,6.1209,,supply,,,,5906.94
2024-12-31,21485.9,2.92,6885963.0,764770.0,473460.0,6.1207,,neutral,,,,5881.63
2025-01-01,21548.1,2.92,6852491.0,719873.0,473460.0,6.1321,,supply,,,,5881.63
2025-01-02,21548.1,2.88,6852491.0,719873.0,239858.0,6.1324,,supply,,,,5868.55
2025-01-03,21548.1,2.81,6852491.0,719873.0,237377.0,6.1324,,supply,,,,5942.47
2025-01-04,21548.1,2.81,6852491.0,719873.0,237377.0,6.1324,,neutral,,,,5942.47
2025-01-05,21548.1,2.81,6852491.0,719873.0,237377.0,6.1324,,neutral,,,,5942.47
2025-01-06,21548.1,2.76,6852491.0,719873.0,231926.0,6.1324,,supply,,,,5975.38
2025-01-07,21548.1,2.79,6852491.0,719873.0,208296.0,6.1324,,supply,,,,5909.03
2025-01-08,21548.1,2.84,6853554.0,652636.0,185144.0,6.2007,,supply,,,,5918.25
2025-01-09,21548.1,2.82,6853554.0,652636.0,168225.0,6.2007,,supply,,,,5918.25
2025-01-10,21548.1,2.81,6853554.0,652636.0,178800.0,6.2007,,neutral,,,,5827.04
2025-01-11,21548.1,2.81,6853554.0,652636.0,178800.0,6.2007,,neutral,,,,5827.04
2025-01-12,21548.1,2.81,6853554.0,652636.0,178800.0,6.2007,,neutral,,,,5827.04
2025-01-13,21548.1,2.85,6853554.0,652636.0,183669.0,6.2007,,neutral,,,,5836.22
2025-01-14,21548.1,2.8,6853554.0,652636.0,160219.0,6.2008,,supply,,,,5842.91
2025-01-15,21548.1,2.72,6834070.0,641225.0,119977.0,6.1927,,supply,,,,5949.91
2025-01-16,21548.1,2.73,6834070.0,641225.0,94489.0,6.1928,,supply,,,,5937.34
2025-01-17,21548.1,2.64,6834070.0,641225.0,118327.0,6.1927,,neutral,,,,5996.66
2025-01-18,21548.1,2.64,6834070.0,641225.0,118327.0,6.1927,,neutral,,,,5996.66
2025-01-19,21548.1,2.64,6834070.0,641225.0,118327.0,6.1927,,neutral,,,,5996.66
2025-01-20,21548.1,2.64,6834070.0,641225.0,118327.0,6.1927,,neutral,,,,5996.66
2025-01-21,21548.1,2.61,6834070.0,641225.0,96015.0,6.1927,,supply,,,,6049.24
2025-01-22,21548.1,2.59,6831760.0,677282.0,123981.0,6.1544,,absorb,,,,6086.37
2025-01-23,21548.1,2.61,6831760.0,677282.0,132031.0,6.1543,,neutral,,,,6118.71
2025-01-24,21548.1,2.6,6831760.0,677282.0,104972.0,6.1544,,supply,,,,6101.24
2025-01-25,21548.1,2.6,6831760.0,677282.0,104972.0,6.1544,,neutral,,,,6101.24
2025-01-26,21548.1,2.6,6831760.0,677282.0,104972.0,6.1544,,neutral,,,,6101.24
2025-01-27,21548.1,2.66,6831760.0,677282.0,92863.0,6.1544,,supply,,,,6012.28
2025-01-28,21548.1,2.66,6831760.0,677282.0,112760.0,6.1544,,neutral,,,,6067.7
2025-01-29,21548.1,2.68,6818186.0,784206.0,121842.0,6.0339,,absorb,,,,6039.31
2025-01-30,21548.1,2.67,6818186.0,784206.0,125965.0,6.0339,,neutral,,,,6071.17
2025-01-31,21548.1,2.68,6818186.0,784206.0,187913.0,6.0338,,neutral,,,,6040.53
2025-02-01,21613.5,2.68,6818186.0,784206.0,187913.0,6.0338,,neutral,,,,6040.53
2025-02-02,21613.5,2.68,6818186.0,784206.0,187913.0,6.0338,,neutral,,,,6040.53
2025-02-03,21613.5,2.73,6818186.0,784206.0,97781.0,6.0339,,supply,,,,5994.57
2025-02-04,21613.5,2.71,6818186.0,784206.0,85654.0,6.0339,,supply,,,,6037.88
2025-02-05,21613.5,2.69,6810935.0,805593.0,78788.0,6.0053,,supply,,,,6061.48
2025-02-06,21613.5,2.66,6810935.0,805593.0,79983.0,6.0053,,neutral,,,,6083.57
2025-02-07,21613.5,2.67,6810935.0,805593.0,95248.0,6.0052,,neutral,,,,6025.99
2025-02-08,21613.5,2.67,6810935.0,805593.0,95248.0,6.0052,,neutral,,,,6025.99
2025-02-09,21613.5,2.67,6810935.0,805593.0,95248.0,6.0052,,neutral,,,,6025.99
2025-02-10,21613.5,2.66,6810935.0,805593.0,99653.0,6.0052,,neutral,,,,6066.44
2025-02-11,21613.5,2.66,6810935.0,805593.0,76446.0,6.0053,,supply,,,,6068.5
2025-02-12,21613.5,2.65,6813513.0,828102.0,67670.0,5.9853,,supply,,,,6051.97
2025-02-13,21613.5,2.65,6813513.0,828102.0,67820.0,5.9853,,neutral,,,,6115.07
2025-02-14,21613.5,2.62,6813513.0,828102.0,58770.0,5.9854,,supply,,,,6114.63
2025-02-15,21613.5,2.62,6813513.0,828102.0,58770.0,5.9854,,neutral,,,,6114.63
2025-02-16,21613.5,2.62,6813513.0,828102.0,58770.0,5.9854,,neutral,,,,6114.63
2025-02-17,21613.5,2.62,6813513.0,828102.0,58770.0,5.9854,,neutral,,,,6114.63
2025-02-18,21613.5,2.62,6813513.0,828102.0,77817.0,5.9853,,neutral,,,,6129.58
2025-02-19,21613.5,2.68,6782332.0,790062.0,73196.0,5.9922,,supply,,,,6144.15
2025-02-20,21613.5,2.66,6782332.0,790062.0,63207.0,5.9922,,supply,,,,6117.52
2025-02-21,21613.5,2.78,6782332.0,790062.0,68983.0,5.9922,,neutral,,,,6013.13
2025-02-22,21613.5,2.78,6782332.0,790062.0,68983.0,5.9922,,neutral,,,,6013.13
2025-02-23,21613.5,2.78,6782332.0,790062.0,68983.0,5.9922,,neutral,,,,6013.13
2025-02-24,21613.5,2.78,6782332.0,790062.0,76818.0,5.9922,,neutral,,,,5983.25
2025-02-25,21613.5,2.84,6782332.0,790062.0,96000.0,5.9922,,neutral,,,,5955.25
2025-02-26,21613.5,2.81,6766101.0,681161.0,126058.0,6.0848,,supply,,,,5956.06
2025-02-27,21613.5,2.81,6766101.0,681161.0,182148.0,6.0848,,neutral,,,,5861.57
2025-02-28,21613.5,2.87,6766101.0,681161.0,234422.0,6.0847,,neutral,,,,5954.5
2025-03-01,21693.6,2.87,6766101.0,681161.0,234422.0,6.0847,,neutral,,,,5954.5
2025-03-02,21693.6,2.87,6766101.0,681161.0,234422.0,6.0847,,neutral,,,,5954.5
2025-03-03,21693.6,2.94,6766101.0,681161.0,119987.0,6.0848,,supply,,,,5849.72
2025-03-04,21693.6,2.99,6766101.0,681161.0,135257.0,6.0848,,neutral,,,,5778.15
2025-03-05,21693.6,2.88,6756764.0,548331.0,139493.0,6.2083,,supply,,,,5842.63
2025-03-06,21693.6,2.99,6756764.0,548331.0,129269.0,6.2083,,supply,,,,5738.52
2025-03-07,21693.6,2.97,6756764.0,548331.0,136305.0,6.2083,,neutral,,,,5770.2
2025-03-08,21693.6,2.97,6756764.0,548331.0,136305.0,6.2083,,neutral,,,,5770.2
2025-03-09,21693.6,2.97,6756764.0,548331.0,136305.0,6.2083,,neutral,,,,5770.2
2025-03-10,21693.6,3.16,6756764.0,548331.0,129054.0,6.2083,,supply,,,,5614.56
2025-03-11,21693.6,3.22,6756764.0,548331.0,137310.0,6.2083,,neutral,,,,5572.07
2025-03-12,21693.6,3.2,6759571.0,512581.0,131055.0,6.2469,,supply,,,,5599.3
2025-03-13,21693.6,3.4,6759571.0,512581.0,113435.0,6.2469,,supply,,,,5521.52
2025-03-14,21693.6,3.25,6759571.0,512581.0,126234.0,6.2469,,neutral,,,,5638.94
2025-03-15,21693.6,3.25,6759571.0,512581.0,126234.0,6.2469,,neutral,,,,5638.94
2025-03-16,21693.6,3.25,6759571.0,512581.0,126234.0,6.2469,,neutral,,,,5638.94
2025-03-17,21693.6,3.18,6759571.0,512581.0,89496.0,6.2469,,supply,,,,5675.12
2025-03-18,21693.6,3.23,6759571.0,512581.0,149503.0,6.2468,,neutral,,,,5614.66
2025-03-19,21693.6,3.19,6755982.0,435936.0,193378.0,6.3199,,supply,,,,5675.29
2025-03-20,21693.6,3.17,6755982.0,435936.0,192640.0,6.3199,,supply,,,,5662.89
2025-03-21,21693.6,3.21,6755982.0,435936.0,200850.0,6.3198,,neutral,,,,5667.56
2025-03-22,21693.6,3.21,6755982.0,435936.0,200850.0,6.3198,,neutral,,,,5667.56
2025-03-23,21693.6,3.21,6755982.0,435936.0,200850.0,6.3198,,neutral,,,,5667.56
2025-03-24,21693.6,3.05,6755982.0,435936.0,196565.0,6.3198,,supply,,,,5767.57
2025-03-25,21693.6,3.09,6755982.0,435936.0,214786.0,6.3198,,neutral,,,,5776.65
2025-03-26,21693.6,3.19,6740253.0,360177.0,241371.0,6.3798,,supply,,,,5712.2
2025-03-27,21693.6,3.27,6740253.0,360177.0,291785.0,6.3798,,neutral,,,,5693.31
2025-03-28,21693.6,3.47,6740253.0,360177.0,286575.0,6.3798,,supply,,,,5580.94
2025-03-29,21693.6,3.47,6740253.0,360177.0,286575.0,6.3798,,neutral,,,,5580.94
2025-03-30,21693.6,3.47,6740253.0,360177.0,286575.0,6.3798,,neutral,,,,5580.94
2025-03-31,21693.6,3.55,6740253.0,360177.0,399167.0,6.3797,,neutral,,,,5611.85
2025-04-01,21775.6,3.5,6740253.0,360177.0,230063.0,6.3798,,supply,,,,5633.07
2025-04-02,21775.6,3.42,6723452.0,313326.0,233488.0,6.4099,,supply,,,,5670.97
2025-04-03,21775.6,4.01,6723452.0,313326.0,196265.0,6.4099,,supply,,,,5396.52
2025-04-04,21775.6,4.45,6723452.0,313326.0,184499.0,6.4099,,supply,,,,5074.08
2025-04-05,21775.6,4.45,6723452.0,313326.0,184499.0,6.4099,,neutral,,,,5074.08
2025-04-06,21775.6,4.45,6723452.0,313326.0,184499.0,6.4099,,neutral,,,,5074.08
2025-04-07,21775.6,4.61,6723452.0,313326.0,148146.0,6.41,,supply,,,,5062.25
2025-04-08,21775.6,4.57,6723452.0,313326.0,156911.0,6.41,,neutral,,,,4982.77
2025-04-09,21775.6,4.37,6727416.0,306049.0,168115.0,6.4212,,supply,,,,5456.9
2025-04-10,21775.6,4.42,6727416.0,306049.0,129950.0,6.4212,,supply,,,,5268.05
2025-04-11,21775.6,4.26,6727416.0,306049.0,98531.0,6.4213,,supply,,,,5363.36
